"7547469.0000";"1.0000";"0.0000";"11.5610";"34.7550"
"7547469.0000";"2.0000";"5.0000";"11.5690";"34.7510"
"7547469.0000";"3.0000";"10.0000";"11.5745";"34.7570"
"7547469.0000";"4.0000";"15.0000";"11.5750";"34.7570"
"7547469.0000";"5.0000";"20.0000";"11.5760";"34.7570"
"7547469.0000";"6.0000";"25.0000";"11.5770";"34.7570"
"7547469.0000";"7.0000";"30.0000";"11.5780";"34.7570"
"7547469.0000";"8.0000";"35.0000";"11.5780";"34.7560"
"7547469.0000";"9.0000";"40.0000";"11.5780";"34.7570"
"7547469.0000";"10.0000";"45.0000";"11.5814";"34.7569"
"7547469.0000";"11.0000";"50.0000";"11.5838";"34.7562"
"7547469.0000";"12.0000";"55.0000";"11.5840";"34.7560"
"7547469.0000";"13.0000";"60.0000";"11.5850";"34.7570"
"7547469.0000";"14.0000";"65.0000";"11.5465";"34.7525"
"7547469.0000";"15.0000";"70.0000";"11.2453";"34.7503"
"7547469.0000";"16.0000";"75.0000";"10.9115";"34.7441"
"7547469.0000";"17.0000";"80.0000";"10.6650";"34.7420"
"7547469.0000";"18.0000";"85.0000";"10.6193";"34.7390"
"7547469.0000";"19.0000";"90.0000";"10.5620";"34.7390"
"7547469.0000";"20.0000";"95.0000";"10.4921";"34.7367"
"7547469.0000";"21.0000";"100.0000";"10.4820";"34.7390"
"7547469.0000";"22.0000";"125.0000";"9.8134";"34.7236"
"7547469.0000";"23.0000";"150.0000";"9.5560";"34.7180"
"7547469.0000";"24.0000";"175.0000";"9.5251";"34.7230"
"7547469.0000";"25.0000";"200.0000";"9.5086";"34.7250"
"7547469.0000";"26.0000";"225.0000";"9.5070";"34.7300"
"7547469.0000";"27.0000";"250.0000";"9.4745";"34.7254"
"7547469.0000";"28.0000";"275.0000";"9.4350";"34.7198"
"7547469.0000";"29.0000";"300.0000";"9.4010";"34.7150"
"7547469.0000";"30.0000";"325.0000";"9.3687";"34.7090"
"7547469.0000";"31.0000";"350.0000";"9.3370";"34.7040"
"7547469.0000";"32.0000";"375.0000";"9.2794";"34.6946"
"7547469.0000";"33.0000";"400.0000";"9.2460";"34.6910"
"7547469.0000";"34.0000";"425.0000";"9.1660";"34.6780"
"7547469.0000";"35.0000";"450.0000";"9.0757";"34.6618"
"7547469.0000";"36.0000";"475.0000";"8.9558";"34.6436"
"7547469.0000";"37.0000";"500.0000";"999999.0000";"34.6240"
"7547469.0000";"38.0000";"550.0000";"8.6230";"34.5940"
"7547469.0000";"39.0000";"600.0000";"8.3260";"34.5516"
"7547469.0000";"40.0000";"650.0000";"7.8920";"999999.0000"
"7547469.0000";"41.0000";"700.0000";"7.6200";"34.4840"
"7547469.0000";"42.0000";"750.0000";"7.2314";"34.4736"
"7547469.0000";"43.0000";"800.0000";"6.6917";"34.4425"
"7547469.0000";"44.0000";"850.0000";"6.0010";"34.3840"
"7547469.0000";"45.0000";"900.0000";"5.5190";"34.3580"
"7547469.0000";"46.0000";"950.0000";"5.1319";"34.3586"
"7547469.0000";"47.0000";"1000.0000";"4.7254";"34.3422"
"7547469.0000";"48.0000";"1050.0000";"4.3210";"34.3240"
"7547469.0000";"49.0000";"1100.0000";"4.0431";"34.3265"
"7547469.0000";"50.0000";"1150.0000";"3.7558";"34.3213"
