"16367914.0000";"1.0000";"0.0000";"15.0110";"35.9490";"-35.4249";"136.8995";"197.0371"
"16367914.0000";"2.0000";"5.0000";"15.0070";"35.9540";"-35.4249";"136.8995";"197.0371"
"16367914.0000";"3.0000";"10.0000";"15.0150";"35.9520";"-35.4250";"136.8995";"197.0371"
"16367914.0000";"4.0000";"15.0000";"15.0170";"35.9520";"-35.4250";"136.8995";"197.0371"
"16367914.0000";"5.0000";"20.0000";"15.0200";"35.9560";"-35.4250";"136.8994";"197.0371"
"16367914.0000";"6.0000";"25.0000";"15.0180";"35.9550";"-35.4250";"136.8994";"197.0371"
"16367914.0000";"7.0000";"30.0000";"15.0140";"35.9550";"-35.4251";"136.8994";"197.0391"
"16367914.0000";"8.0000";"35.0000";"15.0310";"35.9630";"-35.4251";"136.8994";"197.0391"
"16367914.0000";"9.0000";"40.0000";"14.9710";"36.1590";"-35.4252";"136.8994";"197.0391"
"16367914.0000";"10.0000";"45.0000";"14.9300";"36.2030";"-35.4252";"136.8994";"197.0391"
"16367915.0000";"1.0000";"0.0000";"15.0000";"36.0000";"-35.4254";"136.8992";"197.0430"
"16367915.0000";"2.0000";"5.0000";"15.0100";"35.9530";"-35.4254";"136.8992";"197.0430"
"16367915.0000";"3.0000";"10.0000";"15.0110";"35.9540";"-35.4254";"136.8992";"197.0430"
"16367915.0000";"4.0000";"15.0000";"15.0110";"35.9540";"-35.4254";"136.8993";"197.0422"
"16367915.0000";"5.0000";"20.0000";"15.0160";"35.9560";"-35.4254";"136.8993";"197.0410"
"16367915.0000";"6.0000";"25.0000";"15.0140";"35.9540";"-35.4254";"136.8993";"197.0410"
"16367915.0000";"7.0000";"30.0000";"15.0140";"35.9550";"-35.4253";"136.8993";"197.0410"
"16367915.0000";"8.0000";"35.0000";"15.0430";"36.0060";"-35.4253";"136.8993";"197.0410"
"16367915.0000";"9.0000";"40.0000";"15.0010";"36.1230";"-35.4253";"136.8993";"197.0410"
"16367915.0000";"10.0000";"45.0000";"14.9280";"36.2020";"-35.4253";"136.8993";"197.0410"
"16367916.0000";"1.0000";"0.0000";"15.0000";"36.0000";"-35.4255";"136.8992";"197.0430"
"16367916.0000";"2.0000";"5.0000";"15.0060";"35.9550";"-35.4255";"136.8992";"197.0449"
"16367916.0000";"3.0000";"10.0000";"15.0080";"35.9540";"-35.4256";"136.8992";"197.0449"
"16367916.0000";"4.0000";"15.0000";"15.0070";"35.9540";"-35.4257";"136.8991";"197.0449"
"16367916.0000";"5.0000";"20.0000";"15.0110";"35.9550";"-35.4257";"136.8991";"197.0469"
"16367916.0000";"6.0000";"25.0000";"15.0120";"35.9550";"-35.4257";"136.8991";"197.0469"
"16367916.0000";"7.0000";"30.0000";"15.0110";"35.9560";"-35.4258";"136.8990";"197.0469"
"16367916.0000";"8.0000";"35.0000";"15.0470";"35.9790";"-35.4258";"136.8990";"197.0469"
"16367916.0000";"9.0000";"40.0000";"15.0430";"36.0790";"-35.4259";"136.8990";"197.0488"
"16367916.0000";"10.0000";"45.0000";"14.9180";"36.2160";"-35.4259";"136.8990";"197.0488"
"16367917.0000";"1.0000";"0.0000";"15.0120";"35.9580";"-35.4262";"136.8989";"197.0527"
"16367917.0000";"2.0000";"5.0000";"15.0190";"35.9560";"-35.4261";"136.8989";"197.0527"
"16367917.0000";"3.0000";"10.0000";"15.0200";"35.9570";"-35.4261";"136.8989";"197.0508"
"16367917.0000";"4.0000";"15.0000";"15.0220";"35.9580";"-35.4261";"136.8989";"197.0508"
"16367917.0000";"5.0000";"20.0000";"15.0220";"35.9580";"-35.4261";"136.8989";"197.0508"
"16367917.0000";"6.0000";"25.0000";"15.0210";"35.9570";"-35.4261";"136.8989";"197.0508"
"16367917.0000";"7.0000";"30.0000";"15.0260";"35.9620";"-35.4260";"136.8989";"197.0508"
"16367917.0000";"8.0000";"35.0000";"15.0570";"36.0150";"-35.4260";"136.8989";"197.0508"
"16367917.0000";"9.0000";"40.0000";"14.9750";"36.1500";"-35.4260";"136.8989";"197.0508"
"16367917.0000";"10.0000";"45.0000";"14.9190";"36.2100";"-35.4260";"136.8990";"197.0488"
"16367918.0000";"1.0000";"0.0000";"15.0120";"35.9560";"-35.4262";"136.8989";"197.0527"
"16367918.0000";"2.0000";"5.0000";"15.0130";"35.9560";"-35.4262";"136.8988";"197.0527"
"16367918.0000";"3.0000";"10.0000";"15.0140";"35.9570";"-35.4263";"136.8988";"197.0547"
"16367918.0000";"4.0000";"15.0000";"15.0120";"35.9580";"-35.4263";"136.8988";"197.0547"
"16367918.0000";"5.0000";"20.0000";"15.0150";"35.9580";"-35.4264";"136.8988";"197.0547"
"16367918.0000";"6.0000";"25.0000";"15.0200";"35.9590";"-35.4264";"136.8987";"197.0547"
"16367918.0000";"7.0000";"30.0000";"15.0220";"35.9630";"-35.4265";"136.8987";"197.0566"
"16367918.0000";"8.0000";"35.0000";"15.0560";"36.0190";"-35.4265";"136.8987";"197.0566"
"16367918.0000";"9.0000";"40.0000";"15.0180";"36.1080";"-35.4265";"136.8987";"197.0566"
"16367918.0000";"10.0000";"45.0000";"14.9100";"36.2250";"-35.4266";"136.8987";"197.0566"
